Study Area,Degree,University,City,Degree Duration,Fee,Contact Number,Email,URL,Address
Medical Sciences,Radiology,Ahmad Medical Institute,Peshawar,"BS , 4 Years",0,9157022012,info@fconhs.com,https://ami.kpkedu.com/page/contact-us,"Sardheri, Charsadda, Khyber Pakhtunkhwa"
Medical Sciences,Radiology,Ghazali Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0,091-5841972,gims.medical22@gmail.com,https://www.gims.pk/,"Abdara Chowk,University Road,Peshawar"
Medical Sciences,Radiology,Hallmark College Of Pharmacy,Peshawar,"BS , 4 Years",0,0328 5609534,hallmark9425@gmail.com,https://www.facebook.com/Hallmarkcollegepeshawar/,HallmarkCollegeof Nursing & Allied Health Sciences Dalazak RoadPeshawar
Medical Sciences,Radiology,Hefa Foundation,Peshawar,"BS , 4 Years",0,091-5520453,not mentioned,https://www.facebook.com/HEFAfoundation/,"street#2 Arbab Road Stop, Peshawar"
Medical Sciences,Radiology,Institute Of Health Sciences,Peshawar,"BS , 4 Years",0,091-5829536,info@ihs.edu.pk,https://ihs.edu.pk/,"Institute of Health Sciences Peshawar Near Hayatabad Toll Plaza, Ring Road Peshawar."
Medical Sciences,Radiology,Khyber Pakhtunkhwa Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0,091 - 9217703,not mentioned,https://www.kpkims.edu.pk/,"Phase V, Hayatabad, Peshawar"
Medical Sciences,Radiology,P E F University College,Peshawar,"BS , 4 Years",0,(091) 5703050,not mentioned,https://pefcollege.edu.pk/contact/,"4A-C Park Avenue Road Near Jans Deli University Town,
Peshawar, University Town, Pakistan, 25000."
Medical Sciences,Radiology,Professional College Of Medical Science,Peshawar,"CERT , 4 Years",0,091-3021996,info@pcms.edu.pk,https://pcms.edu.pk/contact.html,"Peshawar Campus: 58-C3, Academy Town, Adjacent to Pakistan Rural Academy, University Town Peshawar, KP"
Medical Sciences,Radiology,Kings Institute Of Nursing And Allied Health Sciences,Saidu Sharif,"BS , 4 Years",0,(0946) 920415,kinahs.socialmedia@gmail.com,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.kinahs.edu.pk%2F&h=AT1fw7Qf3jlr-igTEcwdxzdHJs1M6_i8t7DyCu0Le8oz7KNVEhGe6g8hTDDCXmw_S2qh9zuIaKtZiyNBQQlI5tn5cUkHPOO46SRIVzMjOtqJWyPIS959vlU7Bn5ilUBbsiW_dv5ufiyfU3t5Wkapm_sHN32meg8k2CFchw,"Near Old NADRA office, Back Shifa Medical Centre, Saidu Sharif, Pakistan"
Medical Sciences,Radiology & Imaging Technology,Al- Hamd Islamic University,Quetta,"BS , 4 Years",0,(081) 2301 777,info.aiu@alhamd.pk,not mentioned,"Main Campus AIU, Airport Road, Quetta,Balochistan Pakistan"
Medical Sciences,Radiology & Imaging Technology,Alhamd Islamic University [ibd],Islamabad,"BS , 4 Years",0,051-2234000,info.aiu@alhamd.pk,https://www.aiu.edu.pk/site/,"Shahpur, Barakahu,Islamabad"
Medical Sciences,Radiology & Imaging Technology,"Riphah International College, Bahawlpur",Bahawal Pur,"AD , 2 Years",0,0302 7802539,ric.bwp@gmail.com,https://www.facebook.com/RIC.BWP/,"University Road, Near NRSP Head Office, Baghdad Station, Bahawalpur, Pakistan"
Medical Sciences,Radiology & Imaging Technology,Hbs Medical And Dental College,Islamabad,"BS , 4 Years",0,051-2243322,Info@hbs.edu.pk,https://hbs.edu.pk/,"Lehtrar Road, Tarlai, Islamabad"
Medical Sciences,Radiology & Imaging Technology,Indus College Of Allied Health,Karachi,"BS , 4 Years",0,021 34801430-35,info@indus.edu.pk,https://admissions.com.pk/indus-college-of-allied-health-karachi/,"ST-2D, Block-17, Gulshan-e-Iqbal Adjacent to National Stadium, Karachi, Pakistan."
Medical Sciences,Radiology & Imaging Technology,Allied College Of Health Sciences,Khanewal,"BS , 4 Years",0,061-6243244,info.achs2006@gmail.com,https://achs.edu.pk/home/contact_us,Jahanian ByPass Road Seenghon Wali KothiKhanewal
Medical Sciences,Radiology & Imaging Technology,"Riphah International College, Lahore",Lahore,"AD , 2 Years",0,0300 0720826,admissions.lahore@riphah.edu.pk,"https://riphah.edu.pk/contact-admission-office/#:~:text=Riphah%20QIE%20Campus%20Ph%3A%200300%200720843-8%2C0300%200720826%2C0309%203330153,III%2C%20Lahore%2C%20Punjab%2025-M%20Block%2C%20Lahore%2C%2054660%2C%20Pakistan","25 Raza Saeed Rd, Bhabra Block M Gulberg III, Lahore, Punjab25-M Block, Lahore, 54660, Pakistan"
Medical Sciences,Radiology & Imaging Technology,Allied College Of Health Sciences,Multan,"BS , 4 Years",0,061-6243244,info.achs2006@gmail.com,https://achs.edu.pk/,"Opposite Rescue 1122, Bahawalpur ByPass Road, Multan"
Medical Sciences,Radiology & Imaging Technology,Hafeez Institute Of Medical Sciences,Peshawar,"BS , 4 Years",0,091 5842348,hims_pk@yahoo.com,https://hims.edu.pk/,abanni Street Arbab Road University TownPeshawar.
Medical Sciences,Radiology & Imaging Technology,Royal Institute Of Medical Sciences,Multan,"BS , 4 Years",0,+92 321 514 2020,rims.multan@yahoo.com,https://www.rimscollege.edu.pk/,"Near BZU Agriculture Gate , Multan, Punjab, Pakistan"
Medical Sciences,Radiology & Imaging Technology,Zohra Institute Of Health Sciences,Rawalpindi,"BS , 4 Years",90000,+92 51 514 7786,admissions@zihs.edu.pk,https://www.zihs.edu.pk/,"251A/1, Iftikhar Janjua Road, Rawalpindi"
Medical Sciences,Radiology & Imaging Technology,Times Institute,Multan,"BS , 4 Years",60000,0322-2220380,isa@t.edu.pk,"https://www.t.edu.pk/contact.html#:~:text=For%20more%20information%2C%20please%20do%20not%20hesitate%20to,4-KM%20Head%20Muhammad%20Wala%20Road%2C%20Northern%20Bypass%2C%20Multan-Pakistan.","4-KM Head Muhammad Wala Road,
Northern Bypass, Multan-Pakistan."
Medical Sciences,Radiotherapy,King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000,+92 42 9921145-54,info@kemu.edu.pk,http://www.kemu.edu.pk/,"Nelagumbad, Anarkali, Lahore, Punjab, Pakistan"
Medical Sciences,Radiotherapy,Zia-ud-din Medical University,Karachi,"BS , 4 Years",0,(9221)35862937,info@zu.edu.pk,https://zmc.zu.edu.pk/ ,"Clifton Site:4/B, Shahrah-e-Ghalib, Block 6, Clifton Karachi."
Medical Sciences,Rehabilitation Sciences,The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",128000,92 (0)42 111865865,info@uol.edu.pk,https://uol.edu.pk/,"1  KM Defence Road, Lahore"
Medical Sciences,Respiratory Therapy,"Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"B.Sc. , 2 Years",0,92519261170,info@szabmu.edu.pk ,http://www.szabmu.edu.pk/,"Shaheed Zulfiqar Ali Bhutto Medical University (SZABMU), PIMS, G-8/3, Islamabad, Pakistan"
Medical Sciences,Respiratory Therapy,Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000,922199215754-57,info@duhs.edu.pk ,https://duhs.edu.pk/,"Dow University of Health Sciences Baba-e-Urdu Road, Karachi - 74200, Pakistan."
Medical Sciences,Respiratory Therapy,Jinnah Sindh Medical University,Karachi,"BS , 4 Years",0,+92 21 99205185,info@jsmu.edu.pk ,http://www.jsmu.edu.pk/,"Jinnah Sindh Medical University Rafiqui H.J. Shaheed Road, Karachi, Pakistan"
Medical Sciences,Respiratory Therapy,University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0,-966666, info@ajku.edu.pk,https://ajku.edu.pk/,"Muzaffarabad,AzadJammuandKashmir, Pakistan."
Medical Sciences,Respiratory Therapy,Khyber Medical University,Peshawar,"BS , 4 Years",80000,091 - 9217703,webmaster@kmu.edu.pk,https://kmu.edu.pk/ ,"PDA Building, Block IV, Phase 5, Hayatabad, Peshawar, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Respiratory Therapy,Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Respiratory Therapy,Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Respiratory Therapy,Indus University,Karachi,"BS , 4 Years",114000,111 400 300,info@indus.edu.pk,https://www.indus.edu.pk/,"ST-2D, Block-17,
Gulshan-e-Iqbal Adjacent to National Stadium, Karachi."
Medical Sciences,Respiratory Therapy,Nur International University,Lahore,"BS , 4 Years",155278,042 111 648 111,info@niu.edu.pk,https://www.niu.edu.pk/,"17 Km Raiwind Road, Lahore"
Medical Sciences,Respiratory Therapy,The Superior University,Lahore,"BS , 4 Years",0,042-38103777,not mentioned,https://www.superior.edu.pk/,"MainCampusLahore. 17 KM,MainRaiwind Road,Lahore, Punjab"
Medical Sciences,Respiratory Therapy,The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",131200,92 (0)42 111865865,info@uol.edu.pk,https://uol.edu.pk/,"1  KM Defence Road, Lahore"
Medical Sciences,Respiratory Therapy,Isra University [isb]],Islamabad,"B.Sc. , 4 Years",35000,(92 51) 8439901-10,alnafees@isra.edu.pk,https://israuniversity.edu.pk/contact-us-islamabad/,"Al Nafees Medical College
& Hospital,
Islamabad, Pakistan."
Medical Sciences,Respiratory Therapy,Institute Of Health Sciences,Islamabad,"BS , 4 Years",0,+92 310 595 8666,iihs.islamabad@gmail.com,https://iihs.edu.pk/,"54 Greens Avenue, Chatta Bakhtawar, Islamabad 47000"
Medical Sciences,Respiratory Therapy,Al-nafees Medical College & Hospital,Islamabad,"AD , 2 Years",0,(92 51) 8439901-10,alnafees@isra.edu.pk,https://healthwire.pk/hospitals/islamabad/al-nafees-medical-college-hospital,"OPD Phase I, Frash Town, Islamabad, Islamabad Capital, Pakistan"
Medical Sciences,Respiratory Therapy,Gulab Devi Educational Complex,Lahore,"BS (HONS) , 4 Years",0,+92 (423) 591 8040,info@gdec.edu.pk,https://gdec.edu.pk/,"Ferozepur Road,Opposite Arfa Kareem Tower,Lahore, Punjab Pakistan"
Medical Sciences,Respiratory Therapy, Bakhtawar Amin Medical And Dental College,Multan,"BS , 4 Years",0,+92 (061) 6741201-9,info@bamdc.edu.pk,https://bamdc.edu.pk/contact-us/,"Northern Bypass, Multan -Pakistan"
Medical Sciences,Respiratory Therapy,Health Services Academy,Islamabad,"BS , 4 Years",0,92 (51) 9247410,enroll@hsa.edu.pk,https://virtual.hsa.edu.pk/contact-us/,"Park Road Chak Shahzad
Islamabad 4400,Pakistan"
Medical Sciences,Respiratory Therapy,Sindh Institute Of Urology And Transplantation,Karachi,"BS , 4 Years",0,111 000 313,help@siut.org,https://siut.org/,"Minaar Road?Takkar Muhalla, Sukkur,Sindh"
Medical Sciences,Respiratory Therapy,Gulab Devi Post Graduate Medical Institute,Lahore,"B.Sc. , 4 Years",0,92-42-35918040,info@gdec.edu.pk,https://gdec.edu.pk/,"Gulab Devi Hospital Gate Number 3 Ferozepur Road,
Opposite Arfa Kareem Tower,
Lahore, Punjab Pakistan"
Medical Sciences,Respiratory Therapy,Northwest Institute Of Healths Ciences,Peshawar,"BS , 4 Years",0,+92 91 5231605-6,info@nwihs.edu.pk,https://www.nwihs.edu.pk,"Northwest Institute of Health Sciences Ring Road, Peshawa"
Medical Sciences,Surgery Technology,Gomal University,D.i. Khan,"BS , 4 Years",0,+92 966-750-354,info@gomaluniversity.edu.pk ,http://www.gu.edu.pk/,"Gomal University, Dera Ismail Khan, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Surgery Technology,University Of Haripur,Haripur,"BS , 4 Years",38000,92995920602,registrar@uoh.edu.pk ,https://www.uoh.edu.pk/#gsc.tab=0 ,"The University of Haripur
Hattar Road Near Swat Chowk Haripur
Khyber Pakhtunkhwa Pakistan"
Medical Sciences,Surgery Technology,"Shaheed Zulfiqar Ali Bhutto Medical University, Pims",Islamabad,"BS , 4 Years",0,92519261170,info@szabmu.edu.pk ,http://www.szabmu.edu.pk/,"Shaheed Zulfiqar Ali Bhutto Medical University (SZABMU), PIMS, G-8/3, Islamabad, Pakistan"
Medical Sciences,Surgery Technology,Dow University Of Health Sciences,Karachi,"BS , 4 Years",100000,922199215754-57,info@duhs.edu.pk ,https://duhs.edu.pk/,"Dow University of Health Sciences Baba-e-Urdu Road, Karachi - 74200, Pakistan."
Medical Sciences,Surgery Technology,King Edward Medical University / Mayo Hospital,Lahore,"B.Sc. [Hons] , 4 Years",54000,+92 42 9921145-54,info@kemu.edu.pk,http://www.kemu.edu.pk/,"Nelagumbad, Anarkali, Lahore, Punjab, Pakistan"
Medical Sciences,Surgery Technology,University Of Azad Jammu & Kashmir,Muzaffarabad,"BS , 4 Years",0,-966666, info@ajku.edu.pk,https://ajku.edu.pk/,"Muzaffarabad,AzadJammuandKashmir, Pakistan."
Medical Sciences,Surgery Technology,Khyber Medical University,Peshawar,"BS , 4 Years",80000,091 - 9217703,webmaster@kmu.edu.pk,https://kmu.edu.pk/ ,"PDA Building, Block IV, Phase 5, Hayatabad, Peshawar, Khyber Pakhtunkhwa, Pakistan"
Medical Sciences,Surgery Technology,Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Surgery Technology,Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Surgery Technology,The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",0,92 (0)42 111865865,info@uol.edu.pk,https://uol.edu.pk/,"1  KM Defence Road, Lahore"
Medical Sciences,Surgery Technology,Gandhara University,Peshawar,"B.Sc. [Hons] , 4 Years",0,+92 91 5711151-3,info@gandhara.edu.pk,https://gandhara.edu.pk/,"Canal Road University Town Peshawar, Khyber Pakhtunkhwa"
Medical Sciences,Surgery Technology,Iqra National University,Peshawar,"BS , 4 Years",104000,+ 92 (0946) 883946,info@inuswat.edu.pk,https://www.inuswat.edu.pk/,"Main G.T. Road, Odigram Swat, KP"
Medical Sciences,Surgery Technology,Sarhad University Of Science & Information Technology,Peshawar,"BS , 4 Years",126800,92-91-5230931,not mentioned,https://www.suit.edu.pk/#/,"Landi Akhun Ahmad, Hayatabad Link. Ring Road, Peshawar, Pakistan"
Medical Sciences,Surgery Technology,Institute Of Health Sciences,Islamabad,"BS , 4 Years",0,+92 310 595 8666,iihs.islamabad@gmail.com,https://iihs.edu.pk/,"54 Greens Avenue, Chatta Bakhtawar, Islamabad 47000"
Medical Sciences,Surgery Technology,Rahman College Of Modern Science,Batkhela,"BS , 4 Years",0,0932-414907,not mentioned,https://admissions.com.pk/rahman-college-of-modern-science-batkhela-admission/,"Rahman College Street, Akbar Abad Akbarabad, Batkhela, Malakand, Khyber Pakhtunkhwa"
Medical Sciences,Surgery Technology,Khyber Institute Of Medical Sciences,Charsadda,"BS , 4 Years",0,3333737073,kimscharsadda@gmail.com,https://www.kimschd.edu.pk/,"Charsadda Motorway Interchange Adjacent to NOVA City Near Haidery II CNG Main Nowshera Road Charsadda, Pakistan. Pakistan"
Medical Sciences,Surgery Technology,"Professional College Of Medical Science, Karak Campus",Karak,"BS , 4 Years",0,927240222,not mentioned,https://onlineuniversities360.com/university/professional-college-of-medical-science-karak-campus-karak/12104,"MAIN TAKHTI NUSRATI ROAD, CHOKARA"
Medical Sciences,Surgery Technology,Prime Institute Of Health & Management Sciences,Mardan,"BS , 4 Years",0,0345 5510190,pihms.mardan@gmail.com,https://www.facebook.com/pihmsmardan/,"malakand road mardan, Mardan, Pakistan"
Medical Sciences,Surgery Technology,"Vertex Institute Of Science & Technology, Mirpur Campus",Mir Pur (ajk),"AD , 2 Years",0,0344 8900221,info@vertexgroup.edu.pk,https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.vertexgroup.edu.pk%2F&h=AT25xf7zULTaVHcfAXDOST741zwfVBTSuBgb4rKebGJo0f2w0OhOc9tKvf6Rn13m_E7pBMlxCVGAiqW8_welr4YWDQi5vlV6Wu2ZOfFrkHVvYkgczZtlG0QV2xPeI1t0TicbJ9SU6h9kP_c3ZApWJhYqZYe1LK0W7HOi3g,"2nd Floor, MKT Plaza, Mian Muhammad Road, Mirpur, Pakistan"
Medical Sciences,Surgery Technology,Ahmad Medical Institute,Peshawar,"BS , 4 Years",0,9157022012,info@fconhs.com,https://ami.kpkedu.com/page/contact-us,"Sardheri, Charsadda, Khyber Pakhtunkhwa"
Medical Sciences,Surgical Assistant,"Riphah Community College, Abbotabad Campus",Abbottabad,"AD , 2 Years",0,992384986,info@riphah.edu.pk,https://www.facebook.com/RIC0992/,"RIPHAH International College Abbottabad Campus, Near valley CNG Gujar Maira, Damthore murree road abbottabad, Abbottabad, Pakistan"
Medical Sciences,Surgical Assistant,"Riphah International College, Bahawlpur",Bahawal Pur,"AD , 2 Years",0,0302 7802539,ric.bwp@gmail.com,https://www.facebook.com/RIC.BWP/,"University Road, Near NRSP Head Office, Baghdad Station, Bahawalpur, Pakistan"
Medical Sciences,Surgical Assistant,"Riphah International College, Lahore",Lahore,"AD , 2 Years",0,0300 0720826,admissions.lahore@riphah.edu.pk,"https://riphah.edu.pk/contact-admission-office/#:~:text=Riphah%20QIE%20Campus%20Ph%3A%200300%200720843-8%2C0300%200720826%2C0309%203330153,III%2C%20Lahore%2C%20Punjab%2025-M%20Block%2C%20Lahore%2C%2054660%2C%20Pakistan","25 Raza Saeed Rd, Bhabra Block M Gulberg III, Lahore, Punjab25-M Block, Lahore, 54660, Pakistan"
Medical Sciences,Surgical Assistant,"Riphah International College, Peshawar",Peshawar,"AD , 2 Years",0,3455349429,owais.abid@riphah.edu.pk,"https://riphah.edu.pk/contact-admission-office/#:~:text=Riphah%20QIE%20Campus%20Ph%3A%200300%200720843-8%2C0300%200720826%2C0309%203330153,III%2C%20Lahore%2C%20Punjab%2025-M%20Block%2C%20Lahore%2C%2054660%2C%20Pakistan","Westridge Campus:Potohar Plaza, main Peshawar Road,Rawalpindi."
Medical Sciences,Transfusion Medicine,University Of Health Sciences,Lahore,"BS , 4 Years",0,111-33-33-6,info@uhs.edu.pk,https://uhs.edu.pk/index1.php,"University of Health Sciences, Khayaban-e-Jamia Punjab, Lahore-54600."
Medical Sciences,Ultrasound Technology,"Iqra University, Chak Shahzad Campus",Islamabad,"BS , 4 Years",197400,051 92 47407,admissions@iqrauni.edu.pk,https://www.iqrauni.edu.pk/contact-us,"PIES Complex, No.6 Park Road, Tarlai Kalan,ChakShahzad,Islamabad"
Medical Sciences,Ultrasound Technology,Hefa Foundation,Peshawar,"BS , 4 Years",0,091-5520453,not mentioned,https://www.facebook.com/HEFAfoundation/,"street#2 Arbab Road Stop, Peshawar"
Medical Sciences,Urology,Shifa Tameer-e-millat University,Islamabad,"AD , 3 Years",14000, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,Urology,Shifa Tameer-e-millat University,Islamabad,"B.Sc. , 4 Years",188000, 92 51 846 4210,info@stmu.edu.pk,https://stmu.edu.pk/admissions/online-admissions/,"Shifa Tameer-e-Millat University
Pitras Bukhari Road, H-8/4
Islamabad-44000, Pakistan"
Medical Sciences,X-ray Technician,Wazirabad College Of Pharmacy,Wazirabad,"DIP , 2 Years",0,0315 8333982,wcphsw@gmail.com,https://www.facebook.com/wcallied/,"opposite Mufti Colony Near Mr.Mart ,Main GT Road, Wazirabad, Wazirabad, Pakistan"
Engineering,Aerospace Engineering,Institute Of Space Technology,Islamabad,"BS , 4 Years",198000,92-51-9075100,info@ist.edu.pk,https://www.ist.edu.pk/contact-us,"1, Islamabad Expressway, Islamabad"
Engineering,Aerospace Engineering,College Of Aeronautical Engineering,Risalpur,"BE , 4 Years",200800,+92(937)873294,kp. ude.tsun@eac,https://admissions.com.pk/cae-admission/,"College of Aeronautical Engineering, Risalpur, District Nowshera, KPK, Pakistan. Postal Code: 24090"
Engineering,Aerospace Engineering,Aeroline Institute Of Aviation Studies,Lahore,"BS , 4 Years",0,0302 4096668,not mentioned,https://www.facebook.com/aerolinepak/?_rdc=1&_rdr,"48B main boulevard gulberg, Lahore, Pakistan"
Engineering,Chemical,University Of Chitral,Chitral,"BS , 4 Years",0,92-943-415001,not mentioned,https://www.uoch.edu.pk/,Seenlasht Garam Chashma Road Chitral(Lower)
Engineering,Chemical,University Of Gujrat,Gujrat,"BS , 4 Years",70000,053 3643326,info@uog.edu.pk,https://uog.edu.pk/contactus,"Jalalpur Jattan Road Gujrat, Pakistan"
Engineering,Chemical,National University Of Science & Technology,Islamabad,"BE , 4 Years",200800,92 51 111 11 68 78,Nips@nust.edu.pk ,https://nust.edu.pk/ ,"National University of Sciences & Technology (NUST) Campus, Sector H-12, Islamabad, Pakistan"
Engineering,Chemical,Pakistan Institute Of Engineering & Applied Sciences,Islamabad,"BS , 4 Years",98200,+92 (51) 1111 74327,registrar@pieas.edu.pk,http://www.pieas.edu.pk/contactusvone.cshtml,"PIEAS, Lehtrar Road, Islamabad"
Engineering,Chemical,Mehran University Of Engineering & Technology,Jamshoro,"B.Sc. , 4 Years",62000,+92 (22) 2772250-73,registrar@admin.muet.edu.pk,"https://muet.edu.pk/#:~:text=Email%3A%20registrar%40admin.muet.edu.pk%20Phone%3A%20%2B92%20%2822%29%202772250-73%20International%20Conferences,of%20Engineering%20%26%20Technology%2C%20Jamshoro%2C%2076062%2C%20Sindh%2C%20Pakistan","Mehran University of Engineering & Technology, Jamshoro, 76062, Sindh, Pakistan"
